px,py,rho_p
39,26,-5.8972636633e-04
39,27,-4.7255247207e-04
39,28,-3.5703110305e-04
39,29,-2.5495724139e-04
39,30,-1.7074863263e-04
39,31,-1.0419158224e-04
39,32,-5.2940609926e-05
39,33,-1.4073515095e-05
39,34,1.5155569482e-05
39,35,3.7044865140e-05
39,36,5.3408944560e-05
39,37,6.5636296087e-05
39,38,7.4771611019e-05
39,39,8.1594131898e-05
39,40,8.6682712568e-05
39,41,9.0466473822e-05
39,42,9.3262902289e-05
39,43,9.5305923895e-05
39,44,9.6766293617e-05
39,45,9.7766193959e-05
39,46,9.8389468307e-05
39,47,9.8688511564e-05
40,0,1.0261717168e-04
40,1,1.0234454926e-04
40,2,1.0177496763e-04
40,3,1.0085779188e-04
40,4,9.9511969633e-05
40,5,9.7619339581e-05
40,6,9.5014696395e-05
40,7,9.1471622926e-05
40,8,8.6682712568e-05
40,9,8.0232359367e-05
40,10,7.1559870837e-05
40,11,5.9910498381e-05
40,12,4.4272684138e-05
40,13,2.3302761394e-05
40,14,-4.7535869285e-06
40,15,-4.2115021126e-05
40,16,-9.1426466613e-05
40,17,-1.5549241828e-04
40,18,-2.3654551976e-04
40,19,-3.3474723998e-04
40,20,-4.4579445725e-04
40,21,-5.5831489236e-04
40,22,-6.5328104694e-04
40,23,-7.0852411478e-04
40,24,-7.0852411478e-04
40,25,-6.5328104694e-04
40,26,-5.5831489236e-04
40,27,-4.4579445725e-04
40,28,-3.3474723998e-04
40,29,-2.3654551976e-04
40,30,-1.5549241828e-04
40,31,-9.1426466613e-05
40,32,-4.2115021126e-05
40,33,-4.7535869285e-06
40,34,2.3302761394e-05
40,35,4.4272684138e-05
40,36,5.9910498381e-05
40,37,7.1559870837e-05
40,38,8.0232359367e-05
40,39,8.6682712568e-05
40,40,9.1471622926e-05
40,41,9.5014696395e-05
40,42,9.7619339581e-05
40,43,9.9511969633e-05
40,44,1.0085779188e-04
40,45,1.0177496763e-04
40,46,1.0234454926e-04
40,47,1.0261717168e-04
41,0,1.0547421971e-04
41,1,1.0522253675e-04
41,2,1.0469553747e-04
41,3,1.0384404240e-04
41,4,1.0258930877e-04
41,5,1.0081650594e-04
41,6,9.8365030011e-05
41,7,9.5014696395e-05
41,8,9.0466473822e-05
41,9,8.4315995261e-05
41,10,7.6017679981e-05
41,11,6.4837164247e-05
41,12,4.9790456238e-05
41,13,2.9571143324e-05
41,14,2.4749021453e-06
41,15,-3.3651098874e-05
41,16,-8.1368608711e-05
41,17,-1.4338573736e-04
41,18,-2.2184378120e-04
41,19,-3.1686401863e-04
41,20,-4.2424101365e-04
41,21,-5.3295171254e-04
41,22,-6.2462732808e-04
41,23,-6.7792404744e-04
41,24,-6.7792404744e-04
41,25,-6.2462732808e-04
41,26,-5.3295171254e-04
41,27,-4.2424101365e-04
41,28,-3.1686401863e-04
41,29,-2.2184378120e-04
41,30,-1.4338573736e-04
41,31,-8.1368608711e-05
41,32,-3.3651098874e-05
41,33,2.4749021453e-06
41,34,2.9571143324e-05
41,35,4.9790456238e-05
41,36,6.4837164247e-05
41,37,7.6017679981e-05
41,38,8.4315995261e-05
41,39,9.0466473822e-05
41,40,9.5014696395e-05
41,41,9.8365030011e-05
41,42,1.0081650594e-04
41,43,1.0258930877e-04
41,44,1.0384404240e-04
41,45,1.0469553747e-04
41,46,1.0522253675e-04
41,47,1.0547421971e-04
42,0,1.0753574279e-04
42,1,1.0730054309e-04
42,2,1.0680708518e-04
42,3,1.0600737934e-04
42,4,1.0482457196e-04
42,5,1.0314655882e-04
42,6,1.0081650594e-04
42,7,9.7619339581e-05
42,8,9.3262902289e-05
42,9,8.7352057502e-05
42,10,7.9353641480e-05
42,11,6.8550042517e-05
42,12,5.3979915504e-05
42,13,3.4367428075e-05
42,14,8.0492329933e-06
42,15,-2.7073672257e-05
42,16,-7.3495256800e-05
42,17,-1.3384549968e-04
42,18,-2.1019236438e-04
42,19,-3.0262629328e-04
42,20,-4.0702361224e-04
42,21,-5.1264642983e-04
42,22,-6.0165924078e-04
42,23,-6.5338275295e-04
42,24,-6.5338275295e-04
42,25,-6.0165924078e-04
42,26,-5.1264642983e-04
42,27,-4.0702361224e-04
42,28,-3.0262629328e-04
42,29,-2.1019236438e-04
42,30,-1.3384549968e-04
42,31,-7.3495256800e-05
42,32,-2.7073672257e-05
42,33,8.0492329933e-06
42,34,3.4367428075e-05
42,35,5.3979915504e-05
42,36,6.8550042517e-05
42,37,7.9353641480e-05
42,38,8.7352057502e-05
42,39,9.3262902289e-05
42,40,9.7619339581e-05
42,41,1.0081650594e-04
42,42,1.0314655882e-04
42,43,1.0482457196e-04
42,44,1.0600737934e-04
42,45,1.0680708518e-04
42,46,1.0730054309e-04
42,47,1.0753574279e-04
43,0,1.0900488092e-04
43,1,1.0878246900e-04
43,2,1.0831504717e-04
43,3,1.0755557925e-04
43,4,1.0642872642e-04
43,5,1.0482457196e-04
43,6,1.0258930877e-04
43,7,9.9511969633e-05
43,8,9.5305923895e-05
43,9,8.9583460814e-05
43,10,8.1821409649e-05
43,11,7.1315641708e-05
43,12,5.7123034509e-05
43,13,3.7992344759e-05
43,14,1.2293132420e-05
43,15,-2.2030459050e-05
43,16,-6.7418225083e-05
43,17,-1.2643796806e-04
43,18,-2.0109976055e-04
43,19,-2.9147064192e-04
43,20,-3.9349367785e-04
43,21,-4.9665925517e-04
43,22,-5.8355582820e-04
43,23,-6.3403023051e-04
43,24,-6.3403023051e-04
43,25,-5.8355582820e-04
43,26,-4.9665925517e-04
43,27,-3.9349367785e-04
43,28,-2.9147064192e-04
43,29,-2.0109976055e-04
43,30,-1.2643796806e-04
43,31,-6.7418225083e-05
43,32,-2.2030459050e-05
43,33,1.2293132420e-05
43,34,3.7992344759e-05
43,35,5.7123034509e-05
43,36,7.1315641708e-05
43,37,8.1821409649e-05
43,38,8.9583460814e-05
43,39,9.5305923895e-05
43,40,9.9511969633e-05
43,41,1.0258930877e-04
43,42,1.0482457196e-04
43,43,1.0642872642e-04
43,44,1.0755557925e-04
43,45,1.0831504717e-04
43,46,1.0878246900e-04
43,47,1.0900488092e-04
44,0,1.1002967730e-04
44,1,1.0981691749e-04
44,2,1.0936915692e-04
44,3,1.0864009877e-04
44,4,1.0755557925e-04
44,5,1.0600737934e-04
44,6,1.0384404240e-04
44,7,1.0085779188e-04
44,8,9.6766293617e-05
44,9,9.1187612179e-05
44,10,8.3606350887e-05
44,11,7.3328870822e-05
44,12,5.9426223569e-05
44,13,4.0666281001e-05
44,14,1.5444159037e-05
44,15,-1.8262543018e-05
44,16,-6.2851709114e-05
44,17,-1.2084320515e-04
44,18,-1.9420275924e-04
44,19,-2.8298006508e-04
44,20,-3.8317066747e-04
44,21,-4.8444177276e-04
44,22,-5.6970844307e-04
44,23,-6.1922151198e-04
44,24,-6.1922151198e-04
44,25,-5.6970844307e-04
44,26,-4.8444177276e-04
44,27,-3.8317066747e-04
44,28,-2.8298006508e-04
44,29,-1.9420275924e-04
44,30,-1.2084320515e-04
44,31,-6.2851709114e-05
44,32,-1.8262543018e-05
44,33,1.5444159037e-05
44,34,4.0666281001e-05
44,35,5.9426223569e-05
44,36,7.3328870822e-05
44,37,8.3606350887e-05
44,38,9.1187612179e-05
44,39,9.6766293617e-05
44,40,1.0085779188e-04
44,41,1.0384404240e-04
44,42,1.0600737934e-04
44,43,1.0755557925e-04
44,44,1.0864009877e-04
44,45,1.0936915692e-04
44,46,1.0981691749e-04
44,47,1.1002967730e-04
45,0,1.1071588692e-04
45,1,1.1051004759e-04
45,2,1.1007638938e-04
45,3,1.0936915692e-04
45,4,1.0831504717e-04
45,5,1.0680708518e-04
45,6,1.0469553747e-04
45,7,1.0177496763e-04
45,8,9.7766193959e-05
45,9,9.2291519935e-05
45,10,8.4841255985e-05
45,11,7.4729464259e-05
45,12,6.1037600431e-05
45,13,4.2547561162e-05
45,14,1.7673198392e-05
45,15,-1.5583389705e-05
45,16,-5.9589449524e-05
45,17,-1.1682989771e-04
45,18,-1.8923829195e-04
45,19,-2.7685206654e-04
45,20,-3.7570559466e-04
45,21,-4.7559545290e-04
45,22,-5.5967468838e-04
45,23,-6.0848779034e-04
45,24,-6.0848779034e-04
45,25,-5.5967468838e-04
45,26,-4.7559545290e-04
45,27,-3.7570559466e-04
45,28,-2.7685206654e-04
45,29,-1.8923829195e-04
45,30,-1.1682989771e-04
45,31,-5.9589449524e-05
45,32,-1.5583389705e-05
45,33,1.7673198392e-05
45,34,4.2547561162e-05
45,35,6.1037600431e-05
45,36,7.4729464259e-05
45,37,8.4841255985e-05
45,38,9.2291519935e-05
45,39,9.7766193959e-05
45,40,1.0177496763e-04
45,41,1.0469553747e-04
45,42,1.0680708518e-04
45,43,1.0831504717e-04
45,44,1.0936915692e-04
45,45,1.1007638938e-04
45,46,1.1051004759e-04
45,47,1.1071588692e-04
46,0,1.1113596903e-04
46,1,1.1093459796e-04
46,2,1.1051004759e-04
46,3,1.0981691749e-04
46,4,1.0878246900e-04
46,5,1.0730054309e-04
46,6,1.0522253675e-04
46,7,1.0234454926e-04
46,8,9.8389468307e-05
46,9,9.2982380509e-05
46,10,8.5617343977e-05
46,11,7.5613478039e-05
46,12,6.2059069709e-05
46,13,4.3745221470e-05
46,14,1.9098076865e-05
46,15,-1.3864206977e-05
46,16,-5.7488818092e-05
46,17,-1.1423783449e-04
46,18,-1.8602386470e-04
46,19,-2.7287650933e-04
46,20,-3.7085577515e-04
46,21,-4.6984298853e-04
46,22,-5.5314665380e-04
46,23,-6.0150275394e-04
46,24,-6.0150275394e-04
46,25,-5.5314665380e-04
46,26,-4.6984298853e-04
46,27,-3.7085577515e-04
46,28,-2.7287650933e-04
46,29,-1.8602386470e-04
46,30,-1.1423783449e-04
46,31,-5.7488818092e-05
46,32,-1.3864206977e-05
46,33,1.9098076865e-05
46,34,4.3745221470e-05
46,35,6.2059069709e-05
46,36,7.5613478039e-05
46,37,8.5617343977e-05
46,38,9.2982380509e-05
46,39,9.8389468307e-05
46,40,1.0234454926e-04
46,41,1.0522253675e-04
46,42,1.0730054309e-04
46,43,1.0878246900e-04
46,44,1.0981691749e-04
46,45,1.1051004759e-04
46,46,1.1093459796e-04
46,47,1.1113596903e-04
47,0,1.1133514839e-04
47,1,1.1113596903e-04
47,2,1.1071588692e-04
47,3,1.1002967730e-04
47,4,1.0900488092e-04
47,5,1.0753574279e-04
47,6,1.0547421971e-04
47,7,1.0261717168e-04
47,8,9.8688511564e-05
47,9,9.3314704982e-05
47,10,8.5991667097e-05
47,11,7.6041023208e-05
47,12,6.2554445185e-05
47,13,4.4327596048e-05
47,14,1.9792706601e-05
47,15,-1.3024116952e-05
47,16,-5.6460141079e-05
47,17,-1.1296615951e-04
47,18,-1.8444445163e-04
47,19,-2.7092079958e-04
47,20,-3.6846795157e-04
47,21,-4.6700916893e-04
47,22,-5.4992974788e-04
47,23,-5.9806016838e-04
47,24,-5.9806016838e-04
47,25,-5.4992974788e-04
47,26,-4.6700916893e-04
47,27,-3.6846795157e-04
47,28,-2.7092079958e-04
47,29,-1.8444445163e-04
47,30,-1.1296615951e-04
47,31,-5.6460141079e-05
47,32,-1.3024116952e-05
47,33,1.9792706601e-05
47,34,4.4327596048e-05
47,35,6.2554445185e-05
47,36,7.6041023208e-05
47,37,8.5991667097e-05
47,38,9.3314704982e-05
47,39,9.8688511564e-05
47,40,1.0261717168e-04
47,41,1.0547421971e-04
47,42,1.0753574279e-04
47,43,1.0900488092e-04
47,44,1.1002967730e-04
47,45,1.1071588692e-04
47,46,1.1113596903e-04
47,47,1.1133514839e-04
